"tmdb","trakt","watched_at","season","episode","episode_title","show_title"
"64967","75748","2023-10-03T19:46:54.000Z","1","8","Great Expectations","Modern Family"
"64970","75747","2023-10-03T19:18:24.000Z","1","7","En Garde","Modern Family"
"64968","75746","2023-10-01T10:05:12.000Z","1","6","Run for Your Wife","Modern Family"
"64969","75744","2023-10-01T09:36:53.000Z","1","4","The Incident","Modern Family"
"64954","75743","2023-09-30T20:11:18.000Z","1","3","Come Fly with Me","Modern Family"
"64966","75742","2023-09-30T19:47:37.000Z","1","2","The Bicycle Thief","Modern Family"
"64965","75741","2023-09-30T19:21:28.000Z","1","1","Pilot","Modern Family"
"64953","75745","2023-09-30T19:12:13.000Z","1","5","Coal Digger","Modern Family"
"63229","73812","2023-09-30T10:48:16.000Z","7","16","The Shower Head","Seinfeld"
"4622872","10804894","2023-09-29T13:03:23.000Z","45","1","We Can Do Hard Things","Survivor"
"4752629","10897554","2023-09-28T13:31:44.000Z","24","1","Wye Valley, Herefordshire","Grand Designs"
"4765105","10920132","2023-09-28T10:37:40.000Z","9","6","Last Roll of the Dice","The Murder Tapes"
"4752763","10910677","2023-09-26T11:12:22.000Z","9","5","Murder of Convenience","The Murder Tapes"
"4752762","10910674","2023-09-25T12:13:30.000Z","9","4","Who Killed the Landlord?","The Murder Tapes"
"4710623","10872923","2023-09-24T19:37:00.000Z","9","3","Killer on Camera","The Murder Tapes"
"1813164","3391471","2023-09-21T18:54:44.000Z","2","1","The Summer Palace","Succession"
"1511502","3029154","2023-09-21T06:28:28.000Z","1","10","Nobody Is Ever Missing","Succession"
"1507543","3029152","2023-09-19T20:24:15.000Z","1","9","Pre-Nuptial","Succession"
"1507543","3029152","2023-09-19T16:31:11.000Z","1","9","Pre-Nuptial","Succession"
"1507543","3029152","2023-09-19T11:46:15.000Z","1","9","Pre-Nuptial","Succession"
"1507542","3029150","2023-09-18T08:40:23.000Z","1","8","Prague","Succession"
"1500407","3006955","2023-09-15T12:52:27.000Z","1","7","Austerlitz","Succession"
"1497326","3006954","2023-09-15T09:12:25.000Z","1","6","Which Side Are You On?","Succession"
"1494488","3006953","2023-09-12T11:11:20.000Z","1","5","I Went to Market","Succession"
"1494488","3006953","2023-09-11T09:43:56.000Z","1","5","I Went to Market","Succession"
"1487964","2988011","2023-09-08T10:24:19.000Z","1","4","Sad Sack Wasp Trap","Succession"
"1487963","2988010","2023-09-08T08:05:34.000Z","1","3","Lifeboats","Succession"
"1487962","2988009","2023-09-06T10:45:26.000Z","1","2","Sh*t Show at the F**k Factory","Succession"
"1478215","2977183","2023-09-02T14:58:34.000Z","1","1","Celebration","Succession"
"4688933","10848216","2023-08-30T19:33:24.000Z","9","2","The Elder Murders","The Murder Tapes"
"2446236","4455978","2023-08-30T13:58:40.000Z","1","3","Part 3","BTK: Chasing a Serial Killer"
"2446235","4455973","2023-08-30T12:58:51.000Z","1","2","Part 2","BTK: Chasing a Serial Killer"
"2446234","4455972","2023-08-29T20:54:59.000Z","1","1","Part 1","BTK: Chasing a Serial Killer"
"3438497","5813217","2023-08-29T12:23:54.000Z","1","1","Outliers","BTK: Confession of a Serial Killer"
"4674542","10832266","2023-08-27T05:17:40.000Z","9","1","Blood in the Snow","The Murder Tapes"
"1033380","1408944","2023-08-21T12:31:14.000Z","5","8","Jimmy Fallon: The Unsinkable Legend: Part 2","Comedians in Cars Getting Coffee"
"1033379","1408943","2023-08-21T12:11:18.000Z","5","7","Jimmy Fallon: The Unsinkable Legend: Part 1","Comedians in Cars Getting Coffee"
"551965","560009","2023-08-15T10:14:33.000Z","1","1","Challenges of Life","Life"
"1749488","3422084","2023-08-13T17:13:14.000Z","1","5","From Deserts to Grasslands","Our Planet"
"1749486","3422065","2023-08-13T16:19:28.000Z","1","3","Jungles","Our Planet"
"4460859","10680743","2023-08-10T21:16:51.000Z","2","2","The G-Boys Are Coming","The Cube"
"63124","73707","2023-08-10T12:51:06.000Z","3","4","The Dog","Seinfeld"
"4094308","7003536","2023-08-10T08:49:16.000Z","2","1","America, Do You Have What It Takes?","The Cube"
"1297317","2519354","2023-08-08T16:53:25.000Z","4","2","Terms of Service","Silicon Valley"
"63198","73781","2023-08-08T15:59:21.000Z","6","9","The Secretary","Seinfeld"
"3880718","6558806","2023-08-08T09:42:48.000Z","7","6","The Smoke Shop in the Truck","The Murder Tapes"
"3880717","6558800","2023-08-08T08:47:58.000Z","7","5","Midnight on Autumn St.","The Murder Tapes"
"3880714","6530109","2023-08-07T19:50:37.000Z","7","4","The Body in the Truck","The Murder Tapes"
"3880713","6530091","2023-08-07T15:59:53.000Z","7","3","One in the Chamber","The Murder Tapes"
"3880711","6502272","2023-08-07T11:04:14.000Z","7","2","Friends Like These","The Murder Tapes"
"3880710","6502267","2023-08-07T10:26:14.000Z","7","1","Three Loud Booms","The Murder Tapes"
"1267398","2493393","2023-08-05T19:42:44.000Z","4","1","Success Failure","Silicon Valley"
"1191842","2135678","2023-08-05T19:12:26.000Z","3","10","The Uptick","Silicon Valley"
"1191841","2135676","2023-08-04T19:21:43.000Z","3","9","Daily Active Users","Silicon Valley"
"1191840","2135675","2023-08-04T14:15:45.000Z","3","8","Bachman's Earnings Over-Ride","Silicon Valley"
"1191839","2135674","2023-08-04T12:56:34.000Z","3","7","To Build a Better Beta","Silicon Valley"
"1185000","2135673","2023-08-03T14:51:29.000Z","3","6","Bachmanity Insanity","Silicon Valley"
"1184999","2135672","2023-08-03T14:05:34.000Z","3","5","The Empty Chair","Silicon Valley"
"1184998","2135670","2023-08-02T19:13:31.000Z","3","4","Maleant Data Systems Solutions","Silicon Valley"
"1184997","2135669","2023-08-02T17:45:16.000Z","3","3","Meinertzhagen's Haversack","Silicon Valley"
"1184996","2135664","2023-08-02T17:13:09.000Z","3","2","Two in the Box","Silicon Valley"
"1165531","1942811","2023-08-02T17:07:58.000Z","3","1","Founder Friendly","Silicon Valley"
"975434","960992","2023-08-02T17:07:50.000Z","1","7","Proof of Concept","Silicon Valley"
"975433","960991","2023-08-02T17:07:50.000Z","1","6","Third Party Insourcing","Silicon Valley"
"976647","960993","2023-08-02T17:07:50.000Z","1","8","Optimal Tip-to-Tip Efficiency","Silicon Valley"
"1056834","1833956","2023-08-02T17:07:46.000Z","2","10","Two Days of the Condor","Silicon Valley"
"1056833","1833955","2023-08-02T17:07:46.000Z","2","9","Binding Arbitration","Silicon Valley"
"63254","73836","2023-08-02T14:59:08.000Z","8","16","The Pothole","Seinfeld"
"1056832","1832341","2023-07-31T16:53:37.000Z","2","8","White Hat/Black Hat","Silicon Valley"
"1056830","1832339","2023-07-31T15:52:53.000Z","2","6","Homicide","Silicon Valley"
"1056831","1832340","2023-07-31T15:52:35.000Z","2","7","Adult Content","Silicon Valley"
"63249","73831","2023-07-31T14:02:27.000Z","8","11","The Little Jerry","Seinfeld"
"63242","73824","2023-07-31T13:35:46.000Z","8","4","The Little Kicks","Seinfeld"
"63130","73713","2023-07-31T13:11:25.000Z","3","10","The Stranded","Seinfeld"
"63134","73717","2023-07-31T12:35:16.000Z","3","14","The Pez Dispenser","Seinfeld"
"63128","73711","2023-07-31T12:11:16.000Z","3","8","The Tape","Seinfeld"
"63223","73806","2023-07-31T11:15:31.000Z","7","10","The Gum","Seinfeld"
"63221","73804","2023-07-31T10:25:50.000Z","7","8","The Pool Guy","Seinfeld"
"1056829","1832338","2023-07-27T14:34:24.000Z","2","5","Server Space","Silicon Valley"
"63217","73800","2023-07-27T10:40:20.000Z","7","4","The Wink","Seinfeld"
"63240","73822","2023-07-26T20:34:28.000Z","8","2","The Soul Mate","Seinfeld"
"1047149","1780386","2023-07-26T20:04:33.000Z","2","4","The Lady","Silicon Valley"
"1047148","1780385","2023-07-26T13:16:50.000Z","2","3","Bad Money","Silicon Valley"
"1047147","1780384","2023-07-26T10:44:03.000Z","2","2","Runaway Devaluation","Silicon Valley"
"63192","73775","2023-07-26T10:10:44.000Z","6","3","The Pledge Drive","Seinfeld"
"63192","73775","2023-07-26T09:43:08.000Z","6","3","The Pledge Drive","Seinfeld"
"1033916","1544269","2023-07-26T06:32:08.000Z","2","1","Sand Hill Shuffle","Silicon Valley"
"975373","960990","2023-07-14T19:22:57.000Z","1","5","Signaling Risk","Silicon Valley"
"63191","73774","2023-07-14T15:21:11.000Z","6","2","The Big Salad","Seinfeld"
"63208","73793","2023-07-14T14:32:04.000Z","6","21","The Fusilli Jerry","Seinfeld"
"63204","73789","2023-07-14T14:03:14.000Z","6","17","The Kiss Hello","Seinfeld"
"669662","677227","2023-07-14T13:19:24.000Z","7","7","George Family","Supernanny"
"973805","960989","2023-07-13T20:02:32.000Z","1","4","Fiduciary Duties","Silicon Valley"
"973804","960988","2023-07-13T16:17:30.000Z","1","3","Articles of Incorporation","Silicon Valley"
"973803","960987","2023-07-13T15:27:01.000Z","1","2","The Cap Table","Silicon Valley"
"63219","73802","2023-07-12T21:59:08.000Z","7","6","The Soup Nazi","Seinfeld"
"63158","73741","2023-07-12T21:09:57.000Z","4","15","The Visa","Seinfeld"
"63124","73707","2023-07-11T21:05:43.000Z","3","4","The Dog","Seinfeld"
"170242","182081","2023-07-11T20:16:45.000Z","4","10","Chair Model","The Office"
"170152","182040","2023-06-29T15:22:26.000Z","2","18","Take Your Daughter to Work Day","The Office"
"170228","182099","2023-06-28T20:23:12.000Z","5","13","Stress Relief","The Office"
"170241","182080","2023-06-26T10:46:47.000Z","4","9","Dinner Party","The Office"
"170181","182113","2023-06-26T07:19:32.000Z","6","1","Gossip","The Office"
"972002","960986","2023-06-25T08:44:58.000Z","1","1","Minimum Viable Product","Silicon Valley"
"170227","182112","2023-06-24T19:01:46.000Z","5","26","Company Picnic","The Office"
"170180","182055","2023-06-24T16:08:00.000Z","3","11","Back from Vacation","The Office"
"170166","182053","2023-06-24T15:23:35.000Z","3","9","The Convict","The Office"
"669668","677231","2023-06-21T12:19:42.000Z","7","11","Merrill Family","Supernanny"
"4409460","7538606","2023-06-21T11:33:17.000Z","14","22","Episode 22","Shark Tank"
"170137","182026","2023-06-19T20:35:41.000Z","2","4","The Fire","The Office"
"170136","182034","2023-06-19T20:14:19.000Z","2","12","The Injury","The Office"
"170176","182064","2023-06-10T18:55:44.000Z","3","20","Product Recall","The Office"
"170165","182052","2023-06-10T15:20:07.000Z","3","8","The Merger","The Office"
"","2326662","2023-06-02T16:32:54.000Z","1","3","Islands","David Attenborough's Wild City"
"170265","182155","2023-06-02T09:20:00.000Z","7","16","Threat Level Midnight","The Office"
"170265","182155","2023-06-01T20:00:01.000Z","7","16","Threat Level Midnight","The Office"
"170236","182084","2023-05-31T19:26:17.000Z","4","13","Job Fair","The Office"
"170212","182092","2023-05-31T07:52:24.000Z","5","6","Customer Survey","The Office"
"170136","182034","2023-05-30T07:27:11.000Z","2","12","The Injury","The Office"
"170142","182025","2023-05-30T07:02:03.000Z","2","3","Office Olympics","The Office"
"4348065","7455088","2023-05-29T10:05:57.000Z","44","13","Absolute Banger Season","Survivor"
"4348060","7455080","2023-05-29T10:05:57.000Z","44","8","Don't Get Cocky, Kid","Survivor"
"4249460","7350081","2023-05-29T10:05:57.000Z","44","7","Let's Not Be Cute About It","Survivor"
"4249459","7350080","2023-05-29T10:05:57.000Z","44","6","Survivor with a Capital S","Survivor"
"4249458","7350079","2023-05-29T10:05:57.000Z","44","5","The Third Turd","Survivor"
"4249457","7350078","2023-05-29T10:05:57.000Z","44","4","I'm Felicia","Survivor"
"4249455","7350077","2023-05-29T10:05:57.000Z","44","3","Sneaky Little Snake","Survivor"
"4249454","7350076","2023-05-29T10:05:57.000Z","44","2","Two Dorky Magnets","Survivor"
"4054463","6872591","2023-05-29T10:05:57.000Z","44","1","I Can't Wait to See Jeff","Survivor"
"4348064","7455085","2023-05-27T17:09:11.000Z","44","12","I'm the Bandit","Survivor"
"4348063","7455084","2023-05-11T19:14:41.000Z","44","11","I'm Not Worthy","Survivor"
"4348062","7455082","2023-05-04T19:55:22.000Z","44","10","Full Tilt Boogie","Survivor"
"4348061","7455081","2023-05-01T14:36:02.000Z","44","9","Under the Wing of a Dragon","Survivor"
"","2326661","2023-02-07T19:05:12.000Z","1","2","Urban Wild","David Attenborough's Wild City"
"2181581","5153085","2023-02-01T13:45:53.000Z","1","1","When You're Lost in the Darkness","The Last of Us"
"4028773","6819538","2023-01-26T20:14:41.000Z","23","10","Bolton Revisit","Grand Designs"
"4016371","6799909","2023-01-25T12:00:27.000Z","23","9","South Somerset Revisit","Grand Designs"
"669659","677221","2023-01-24T11:46:12.000Z","7","1","Atkinson Family","Supernanny"
"4002638","6788584","2023-01-23T20:13:19.000Z","23","8","North Devon Revisit","Grand Designs"
"4002637","6768123","2023-01-23T09:45:17.000Z","23","7","Sydenham Hill London","Grand Designs"
"3982095","6744661","2023-01-23T08:52:36.000Z","23","6","Dunstable","Grand Designs"
"3946156","6675504","2023-01-22T11:14:35.000Z","23","5","Derbyshire","Grand Designs"
"669561","677121","2023-01-22T09:41:33.000Z","1","3","The Orm Family","Supernanny"
"2388515","4387184","2023-01-21T20:32:58.000Z","8","18","Sutherland Family","Supernanny"
"2388512","4387183","2023-01-21T15:40:52.000Z","8","17","Robertson Family","Supernanny"
"2388511","4387182","2023-01-21T12:05:47.000Z","8","16","Zampogna Family","Supernanny"
"2388510","4387181","2023-01-21T10:08:46.000Z","8","15","Bean Family","Supernanny"
"2388509","4387180","2023-01-20T20:33:43.000Z","8","14","Bailey Family","Supernanny"
"2170281","4010857","2023-01-20T18:53:34.000Z","8","13","Esquivel Family","Supernanny"
"2170280","4010856","2023-01-19T16:32:21.000Z","8","12","Brown Family","Supernanny"
"2170278","4010855","2023-01-18T21:35:49.000Z","8","11","Orr Family","Supernanny"
"2170277","4010854","2023-01-18T13:20:51.000Z","8","10","Collins Family","Supernanny"
"2054768","3945895","2023-01-17T14:15:58.000Z","8","9","Jones-Nickolich Family","Supernanny"
"669670","677233","2023-01-16T14:23:22.000Z","7","13","Froebrich Family","Supernanny"
"4149065","10758552","2023-01-16T11:58:23.000Z","2","2","Episode 2","Cases of Inspector Vrenko"
"4149064","10758551","2023-01-15T20:38:44.000Z","2","1","Episode 1","Cases of Inspector Vrenko"
"3396436","5769070","2023-01-14T06:26:29.000Z","1","9","The We We Are","Severance"
"3396435","5769069","2023-01-13T21:09:52.000Z","1","8","What's for Dinner?","Severance"
"3396434","5769068","2023-01-13T15:21:11.000Z","1","7","Defiant Jazz","Severance"
"3396433","5769067","2023-01-12T16:44:47.000Z","1","6","Hide and Seek","Severance"
"3396432","5769066","2023-01-10T16:24:18.000Z","1","5","The Grim Barbarity of Optics and Design","Severance"
"3396431","5769064","2023-01-09T08:50:17.000Z","1","4","The You You Are","Severance"
"3396430","5769063","2023-01-08T20:34:30.000Z","1","3","In Perpetuity","Severance"
"669671","677234","2023-01-08T13:12:38.000Z","7","14","Federico Family","Supernanny"
"3396429","5769062","2023-01-06T16:36:04.000Z","1","2","Half Loop","Severance"
"669672","677235","2023-01-05T14:37:30.000Z","7","15","Evans Family","Supernanny"
"1982925","4648809","2023-01-05T11:41:23.000Z","1","1","Good News About Hell","Severance"
"2054767","3945894","2023-01-04T21:36:25.000Z","8","8","Tobeck-Lawrence Family","Supernanny"
"2054766","3945893","2023-01-02T21:21:02.000Z","8","7","Davis Family","Supernanny"
"2054765","3945892","2022-12-31T22:34:25.000Z","8","6","Andersen Family","Supernanny"
"2036586","3910227","2022-12-30T21:12:11.000Z","8","5","Garcia Family","Supernanny"
"2036585","3910226","2022-12-29T20:24:03.000Z","8","4","Ostler Family","Supernanny"
"2036583","3910224","2022-12-28T20:07:12.000Z","8","2","Corry Family","Supernanny"
"4070202","6891770","2022-12-28T09:55:14.000Z","8","6","Episode 6","The Murder Tapes"
"4052024","6874703","2022-12-28T06:25:02.000Z","8","5","Club Chaos","The Murder Tapes"
"2036582","3910223","2022-12-27T21:14:14.000Z","8","1","Braido Family","Supernanny"
"669559","677119","2022-12-27T20:13:52.000Z","1","1","The Jeans Family","Supernanny"
"4052023","6874700","2022-12-26T21:15:55.000Z","8","4","I Did Something Real Bad","The Murder Tapes"
"1388697","2777224","2022-12-26T09:07:21.000Z","1","4","Big Blue","Blue Planet II"
"1244489","2374211","2022-12-25T08:09:45.000Z","1","6","Cities","Planet Earth II"
"1244489","2374211","2022-12-24T19:02:28.000Z","1","6","Cities","Planet Earth II"
"1749491","3422094","2022-12-24T17:49:59.000Z","1","8","Forests","Our Planet"
"4031379","6832640","2022-12-23T22:42:49.000Z","43","13","Snap Some Necks and Cash Some Checks","Survivor"
"4031371","6832639","2022-12-23T13:41:42.000Z","43","12","Telenovela","Survivor"
"4031370","6832638","2022-12-23T11:22:28.000Z","43","11","Hiding in Plain Sight","Survivor"
"1385732","2774032","2022-12-23T08:25:31.000Z","1","2","The Deep","Blue Planet II"
"4031369","6832637","2022-12-22T22:54:30.000Z","43","10","Get That Money, Baby","Survivor"
"1237830","2374206","2022-12-22T18:02:55.000Z","1","1","Islands","Planet Earth II"
"4028523","6826961","2022-12-22T14:39:53.000Z","43","9","What About the Big Girls","Survivor"
"4028522","6826959","2022-12-22T11:20:22.000Z","43","8","Proposterous","Survivor"
"1239448","2374208","2022-12-22T08:06:33.000Z","1","3","Jungles","Planet Earth II"
"3974205","6737846","2022-12-21T22:01:31.000Z","43","7","Bull in a China Shop","Survivor"
"3974203","6737845","2022-12-21T20:55:14.000Z","43","6","Mergatory","Survivor"
